estacao;data;maxima;minima;media;ano;decada
1;10/02/2011;27.2;22.6;23.96;2011;2010
1;11/02/2011;27.7;20.4;23.78;2011;2010
1;12/02/2011;25.2;21.4;23.36;2011;2010
1;13/02/2011;27.7;21.8;23.84;2011;2010
1;14/02/2011;29.1;18.5;22.98;2011;2010
1;15/02/2011;28.3;18.1;22.4;2011;2010
1;16/02/2011;29.6;20.5;24.54;2011;2010
1;17/02/2011;31.8;23.2;26.3;2011;2010
1;18/02/2011;32.3;22.2;26.14;2011;2010
1;19/02/2011;31.6;22.1;25.24;2011;2010
1;20/02/2011;31.4;23.7;26.52;2011;2010
1;21/02/2011;29.9;22.6;25.88;2011;2010
1;22/02/2011;29.1;22.6;24.82;2011;2010
1;23/02/2011;28.7;21.7;23.86;2011;2010
1;24/02/2011;31.8;21.8;25.78;2011;2010
1;25/02/2011;32.8;23.2;26.18;2011;2010
1;26/02/2011;27.1;22.6;23.9;2011;2010
1;27/02/2011;29.9;19.2;23.46;2011;2010
1;28/02/2011;29.6;18.1;23.14;2011;2010
1;01/03/2011;27.9;18.9;22.56;2011;2010
1;02/03/2011;28.5;18.8;22.78;2011;2010
1;03/03/2011;29.5;20;23.68;2011;2010
1;04/03/2011;30.1;18.8;23.34;2011;2010
1;05/03/2011;27.9;19.9;22.94;2011;2010
1;06/03/2011;29.1;19;23.26;2011;2010
1;07/03/2011;31.7;20.6;24.7;2011;2010
1;08/03/2011;31.4;19.6;24.12;2011;2010
1;09/03/2011;31.5;21.8;25.18;2011;2010
1;10/03/2011;31.3;22.5;24.84;2011;2010
1;11/03/2011;26.9;22.1;24.08;2011;2010
1;12/03/2011;31.8;22.2;25.64;2011;2010
1;13/03/2011;33.5;21.8;25.2;2011;2010
1;14/03/2011;25.8;19;20.94;2011;2010
1;15/03/2011;26;14.5;20.3;2011;2010
1;16/03/2011;30.7;18;22.8;2011;2010
1;17/03/2011;33.6;18.8;24.94;2011;2010
1;18/03/2011;25;20.6;21.68;2011;2010
1;19/03/2011;26.6;14.6;19.58;2011;2010
2;20/03/2011;28.5;15;21;2011;2010
2;21/03/2011;30.3;17.4;22.98;2011;2010
2;22/03/2011;33.2;14.1;23.98;2011;2010
2;23/03/2011;34;20;26.54;2011;2010
2;24/03/2011;27.9;22;24.06;2011;2010
2;25/03/2011;24;20.7;21.54;2011;2010
2;26/03/2011;27.3;20.8;23.2;2011;2010
2;27/03/2011;25;19.8;21.24;2011;2010
2;28/03/2011;22.3;19.3;20.46;2011;2010
2;29/03/2011;24.3;17.7;20.24;2011;2010
2;30/03/2011;28.3;18.1;21.72;2011;2010
2;31/03/2011;30.2;18;22.98;2011;2010
2;01/04/2011;28.5;19.8;23.1;2011;2010
2;02/04/2011;28.4;21.2;23;2011;2010
2;03/04/2011;28.5;17.7;21.48;2011;2010
2;04/04/2011;29.3;15.7;20.72;2011;2010
2;05/04/2011;26.5;16.1;20.08;2011;2010
2;06/04/2011;27;14.3;19.86;2011;2010
2;07/04/2011;27.7;15.1;20.2;2011;2010
2;08/04/2011;27;14.9;19.34;2011;2010
2;09/04/2011;25.3;17.1;19.88;2011;2010
2;10/04/2011;27.5;17.2;20.78;2011;2010
2;11/04/2011;28.4;17.3;21.54;2011;2010
2;12/04/2011;27.4;17.3;21.86;2011;2010
2;13/04/2011;29.7;19;23.46;2011;2010
2;14/04/2011;24.1;19.2;20.58;2011;2010
2;15/04/2011;26.9;17.9;21.52;2011;2010
2;16/04/2011;22.5;17.3;19.52;2011;2010
2;17/04/2011;30.4;18.1;22.98;2011;2010
2;18/04/2011;22.8;18;19.2;2011;2010
2;19/04/2011;22.9;13.9;18.58;2011;2010
2;20/04/2011;31.6;16.3;23.22;2011;2010
2;21/04/2011;26.1;17;20.68;2011;2010
2;22/04/2011;31.6;19.2;22.48;2011;2010
2;23/04/2011;22.8;18.7;19.9;2011;2010
2;24/04/2011;23.2;11.3;16.26;2011;2010
2;25/04/2011;24.5;11.9;16.36;2011;2010
2;26/04/2011;25;11.1;16.94;2011;2010
2;27/04/2011;27.2;13.9;19.44;2011;2010
2;28/04/2011;27.9;16;20.68;2011;2010
2;29/04/2011;27.6;15.3;20.14;2011;2010
2;30/04/2011;22.5;18;19.66;2011;2010
2;01/05/2011;22.2;16.5;18.24;2011;2010
2;02/05/2011;16.8;14.3;15.14;2011;2010
2;03/05/2011;20.3;11.9;15.26;2011;2010
2;04/05/2011;23.1;11.6;16.1;2011;2010
2;05/05/2011;23.7;12;17.16;2011;2010
2;06/05/2011;23.4;12.7;16.88;2011;2010
2;07/05/2011;24.6;10.6;16.4;2011;2010
2;08/05/2011;20.7;13.5;17.16;2011;2010
2;09/05/2011;22.2;14.3;16.42;2011;2010
2;10/05/2011;20.7;13.1;16.96;2011;2010
2;11/05/2011;21.8;15.6;18.68;2011;2010
2;12/05/2011;23.6;16.1;17.82;2011;2010
2;13/05/2011;21.6;15;16.92;2011;2010
2;14/05/2011;20.7;14.1;16.58;2011;2010
2;15/05/2011;20;14.2;15.84;2011;2010
2;16/05/2011;21.8;12.9;15.42;2011;2010
2;17/05/2011;19.9;10;13.74;2011;2010
2;18/05/2011;22.3;10.3;14.92;2011;2010
2;19/05/2011;24.3;9.8;15.86;2011;2010
2;20/05/2011;25.8;13.5;18.02;2011;2010
2;21/05/2011;25.9;14;18.9;2011;2010
2;22/05/2011;26.9;13.8;19.98;2011;2010
2;23/05/2011;22.1;17.3;18.74;2011;2010
2;24/05/2011;23.8;15.3;18.74;2011;2010
2;25/05/2011;28.3;18.8;21.34;2011;2010
2;26/05/2011;22.5;14.4;16.18;2011;2010
2;27/05/2011;19.3;12.3;14.44;2011;2010
2;28/05/2011;20.5;10;14.46;2011;2010
2;29/05/2011;20.5;11.3;14.28;2011;2010
2;30/05/2011;20.7;10.3;13.84;2011;2010
2;31/05/2011;19.1;10.2;14.3;2011;2010
2;01/06/2011;18.5;10.9;12.96;2011;2010
2;02/06/2011;20.4;8.2;13.52;2011;2010
2;03/06/2011;17.5;10.6;14.24;2011;2010
2;04/06/2011;15.2;8;11.08;2011;2010
2;05/06/2011;18.5;5.2;10.62;2011;2010
2;06/06/2011;21.5;7.4;13.12;2011;2010
2;07/06/2011;15.1;12.3;13.44;2011;2010
2;08/06/2011;16.4;10.6;12.26;2011;2010
2;09/06/2011;17.9;9.2;12.56;2011;2010
2;10/06/2011;18.5;9.2;12.34;2011;2010
2;11/06/2011;20.1;8.2;12.52;2011;2010
2;12/06/2011;23.6;8;14.1;2011;2010
2;13/06/2011;21.7;12.3;14.92;2011;2010
2;14/06/2011;19.3;6.8;12.22;2011;2010
2;15/06/2011;23.3;11.9;16.04;2011;2010
2;16/06/2011;25.3;11.3;17.3;2011;2010
2;17/06/2011;18;12.8;15.26;2011;2010
2;18/06/2011;17.9;14.6;16.54;2011;2010
2;19/06/2011;26.7;16.2;19.78;2011;2010
2;20/06/2011;23.3;18.8;19.94;2011;2010
3;21/06/2011;19.3;16.3;17.04;2011;2010
3;22/06/2011;20.3;15.1;16.84;2011;2010
3;23/06/2011;23;16.3;17.86;2011;2010
3;24/06/2011;16.6;11.1;12.7;2011;2010
3;25/06/2011;15.5;11.3;13.64;2011;2010
3;26/06/2011;14.5;8.6;10.46;2011;2010
3;27/06/2011;10.7;5.5;7.8;2011;2010
3;28/06/2011;14.9;4.2;8.66;2011;2010
3;29/06/2011;12.8;6;9.52;2011;2010
3;30/06/2011;18.4;5.4;11.18;2011;2010
3;01/07/2011;13.4;9.6;10.56;2011;2010
3;02/07/2011;10.8;6.8;8.12;2011;2010
3;03/07/2011;12.2;5.2;7.52;2011;2010
3;04/07/2011;11.2;2.4;6;2011;2010
3;05/07/2011;13.4;2.1;6.54;2011;2010
3;06/07/2011;14.6;2.1;6.7;2011;2010
3;07/07/2011;14.1;2.1;7.06;2011;2010
3;08/07/2011;16.8;3.3;8.6;2011;2010
3;09/07/2011;22.2;4.1;11.8;2011;2010
3;10/07/2011;19.7;7.9;13.02;2011;2010
3;11/07/2011;23.9;12.8;16.58;2011;2010
3;12/07/2011;25.8;12.6;18.46;2011;2010
3;13/07/2011;20.7;12.8;14.94;2011;2010
3;14/07/2011;17.5;12.8;15.66;2011;2010
3;15/07/2011;28.8;17;20.46;2011;2010
3;16/07/2011;26.7;15.8;19.26;2011;2010
3;17/07/2011;18.4;13.5;14.82;2011;2010
3;18/07/2011;14.9;14;14.42;2011;2010
3;19/07/2011;22.5;14.3;17;2011;2010
3;20/07/2011;16.4;11.3;13.14;2011;2010
3;21/07/2011;12.3;10.4;11.26;2011;2010
3;22/07/2011;15.7;10.6;11.74;2011;2010
3;23/07/2011;19.6;9.6;13.84;2011;2010
3;24/07/2011;23.9;8.5;14.68;2011;2010
3;25/07/2011;27.7;12.6;19.12;2011;2010
3;26/07/2011;21.2;15.2;17.22;2011;2010
3;27/07/2011;19.6;10.8;14.24;2011;2010
3;28/07/2011;19.9;13.8;16.68;2011;2010
3;29/07/2011;17.1;15.2;15.74;2011;2010
3;30/07/2011;15.8;11;12.48;2011;2010
3;31/07/2011;12.4;9.2;10.96;2011;2010
3;01/08/2011;15.9;12;13.92;2011;2010
3;02/08/2011;14.9;9.2;11.14;2011;2010
3;03/08/2011;13.1;8.6;10.68;2011;2010
3;04/08/2011;14;7.4;9.56;2011;2010
3;05/08/2011;18.6;2.7;9.7;2011;2010
3;06/08/2011;22.3;8.3;13.22;2011;2010
3;07/08/2011;23.6;11.6;16.72;2011;2010
3;08/08/2011;19.5;15.1;17.2;2011;2010
3;09/08/2011;17.5;15;15.74;2011;2010
3;10/08/2011;20.5;14;16.2;2011;2010
3;11/08/2011;26.9;12.6;18.82;2011;2010
3;12/08/2011;30.5;14.6;21.5;2011;2010
3;13/08/2011;23.8;15.5;18.34;2011;2010
3;14/08/2011;21.5;12.4;14.74;2011;2010
3;15/08/2011;25.2;13.2;18.32;2011;2010
3;16/08/2011;33.1;16.7;24.36;2011;2010
3;17/08/2011;28.6;14.3;17.54;2011;2010
3;18/08/2011;17.9;13.6;16.42;2011;2010
3;19/08/2011;21.3;12.8;15.14;2011;2010
3;20/08/2011;13.8;7.3;9.86;2011;2010
3;21/08/2011;12.8;4.7;7.48;2011;2010
3;22/08/2011;12.1;4.9;8.56;2011;2010
3;23/08/2011;13.5;8.7;11.36;2011;2010
3;24/08/2011;21.5;12.4;16.26;2011;2010
3;25/08/2011;21.2;15.4;17.72;2011;2010
3;26/08/2011;18.8;10.2;12.38;2011;2010
3;27/08/2011;22.3;9.4;15.78;2011;2010
3;28/08/2011;22.9;16;18.18;2011;2010
3;29/08/2011;18;12.8;14.5;2011;2010
3;30/08/2011;15.4;13.1;13.74;2011;2010
3;31/08/2011;17.4;9.3;12.06;2011;2010
3;01/09/2011;16.3;7.7;10.28;2011;2010
3;02/09/2011;19.3;5.3;12.2;2011;2010
3;03/09/2011;25.7;9.2;15.98;2011;2010
3;04/09/2011;32.7;10.4;21.58;2011;2010
3;05/09/2011;26.3;11.3;14.96;2011;2010
3;06/09/2011;20.4;6.5;11.98;2011;2010
3;07/09/2011;20.7;9.9;15.18;2011;2010
3;08/09/2011;18.4;14.3;15.98;2011;2010
3;09/09/2011;20;14.3;15.66;2011;2010
3;10/09/2011;25;8.9;16.54;2011;2010
3;11/09/2011;20.6;11.3;14;2011;2010
3;12/09/2011;24.4;6.9;15.08;2011;2010
3;13/09/2011;21.7;11.2;15.16;2011;2010
3;14/09/2011;20.7;9.5;14.52;2011;2010
3;15/09/2011;24.7;11.5;17.12;2011;2010
3;16/09/2011;26.7;15.2;19.84;2011;2010
3;17/09/2011;28.4;16.1;20.7;2011;2010
3;18/09/2011;24;17.6;20.2;2011;2010
3;19/09/2011;20.3;16.1;17.46;2011;2010
3;20/09/2011;16.4;13.6;14.34;2011;2010
3;21/09/2011;22.4;9.5;14.54;2011;2010
3;22/09/2011;26.9;8.9;16.94;2011;2010
4;23/09/2011;20.8;15.4;17.02;2011;2010
4;24/09/2011;21;13.9;16.38;2011;2010
4;25/09/2011;25;11.4;17;2011;2010
4;26/09/2011;25.7;12;18.3;2011;2010
4;27/09/2011;24.8;13.8;18.7;2011;2010
4;28/09/2011;26.5;14.7;19.26;2011;2010
4;29/09/2011;34.5;14.4;24.24;2011;2010
4;30/09/2011;25;18.2;20.16;2011;2010
4;01/10/2011;22.7;17.8;19.18;2011;2010
4;02/10/2011;25.4;17;19.78;2011;2010
4;03/10/2011;20.4;13.6;15.56;2011;2010
4;04/10/2011;22.8;9.9;16.74;2011;2010
4;05/10/2011;26.3;15.8;19.38;2011;2010
4;06/10/2011;26.8;14.7;19.14;2011;2010
4;07/10/2011;28.8;16;21.84;2011;2010
4;08/10/2011;25.6;19.2;21.82;2011;2010
4;09/10/2011;30.5;19.8;23.06;2011;2010
4;10/10/2011;26.2;19.8;21.48;2011;2010
4;11/10/2011;25;16;19.42;2011;2010
4;12/10/2011;23.5;15;19.14;2011;2010
4;13/10/2011;26.4;19;22.12;2011;2010
4;14/10/2011;26.6;19.2;21.28;2011;2010
4;15/10/2011;24;16.2;19.1;2011;2010
4;16/10/2011;27.8;16;20.88;2011;2010
4;17/10/2011;27.1;13.8;19.46;2011;2010
4;18/10/2011;24.4;15;18.48;2011;2010
4;19/10/2011;26;14.6;19.36;2011;2010
4;20/10/2011;23;15.4;18.2;2011;2010
4;21/10/2011;29.6;14.8;21;2011;2010
4;22/10/2011;32.1;15.6;23.14;2011;2010
4;23/10/2011;34.8;16.8;25.44;2011;2010
4;24/10/2011;27.8;18.7;21.36;2011;2010
4;25/10/2011;24.9;18.3;20;2011;2010
4;26/10/2011;21.3;15.9;17.98;2011;2010
4;27/10/2011;23.6;12.2;17.92;2011;2010
4;28/10/2011;26.1;11.4;18.66;2011;2010
4;29/10/2011;22.7;13.2;19.06;2011;2010
4;30/10/2011;23.5;16;17.88;2011;2010
4;31/10/2011;23.5;13.2;17.34;2011;2010
4;01/11/2011;24.4;12;17.76;2011;2010
4;02/11/2011;25.7;13.6;18.72;2011;2010
4;03/11/2011;26.5;14;19.1;2011;2010
4;04/11/2011;30.4;15.1;21.22;2011;2010
4;05/11/2011;31.1;16;23.9;2011;2010
4;06/11/2011;31;19.6;23.24;2011;2010
4;07/11/2011;27;16.2;19.98;2011;2010
4;08/11/2011;29.1;14.6;20.98;2011;2010
4;09/11/2011;35.2;18.4;26.82;2011;2010
4;10/11/2011;27;21.3;23.12;2011;2010
4;11/11/2011;26.3;17.6;20.1;2011;2010
4;12/11/2011;26.3;14.8;19.86;2011;2010
4;13/11/2011;24.6;17.2;20.1;2011;2010
4;14/11/2011;24.6;17.8;20.14;2011;2010
4;15/11/2011;22.8;16.9;18.74;2011;2010
4;16/11/2011;28;12.8;19.96;2011;2010
4;17/11/2011;28.4;15.2;21.16;2011;2010
4;18/11/2011;27.8;17;21.32;2011;2010
4;19/11/2011;31.8;15.8;22.8;2011;2010
4;20/11/2011;29.7;17.8;23.7;2011;2010
4;21/11/2011;26.4;20.6;22.52;2011;2010
4;22/11/2011;25.3;20;21.48;2011;2010
4;23/11/2011;26.9;17.1;21.14;2011;2010
4;24/11/2011;27.8;15.1;20.9;2011;2010
4;25/11/2011;31.6;15.3;22.32;2011;2010
4;26/11/2011;32.8;17.4;24.04;2011;2010
4;27/11/2011;33.4;20.1;25.2;2011;2010
4;28/11/2011;35.8;21;26.56;2011;2010
4;29/11/2011;34.9;20.5;25.68;2011;2010
4;30/11/2011;32.7;20.6;24.62;2011;2010
4;01/12/2011;25.2;14.8;18.76;2011;2010
4;02/12/2011;26.5;15;19.46;2011;2010
4;03/12/2011;29.1;15.6;21.86;2011;2010
4;04/12/2011;31;18.6;23.48;2011;2010
4;05/12/2011;32.8;19.3;24.52;2011;2010
4;06/12/2011;32;21.4;24.46;2011;2010
4;07/12/2011;33.3;20.1;25.66;2011;2010
4;08/12/2011;29.2;19.5;22.74;2011;2010
4;09/12/2011;27.5;17.8;21.98;2011;2010
4;10/12/2011;30.1;17.6;22.5;2011;2010
4;11/12/2011;30.8;18.2;23.64;2011;2010
4;12/12/2011;32.6;17.9;22.8;2011;2010
4;13/12/2011;26;19.4;21.7;2011;2010
4;14/12/2011;29.3;17.8;22.28;2011;2010
4;15/12/2011;28.1;16.3;20.62;2011;2010
4;16/12/2011;27.4;17;21.94;2011;2010
4;17/12/2011;30;18;23;2011;2010
4;18/12/2011;29.4;18.8;23.16;2011;2010
4;19/12/2011;32.8;18.9;25.08;2011;2010
4;20/12/2011;36.1;19.3;26.1;2011;2010
4;21/12/2011;33.9;22;25.66;2011;2010
1;22/12/2011;36.4;19.6;27.02;2011;2010
1;23/12/2011;32;24;27.12;2011;2010
1;24/12/2011;25.3;17.5;19.46;2011;2010
1;25/12/2011;23.2;17.2;20.04;2011;2010
1;26/12/2011;29.2;17.5;22.76;2011;2010
1;27/12/2011;28.1;18.7;22.68;2011;2010
1;28/12/2011;28.4;19.3;22.86;2011;2010
1;29/12/2011;29;16.6;21.94;2011;2010
1;30/12/2011;30.6;18.3;23.86;2011;2010
1;31/12/2011;23.2;18.3;20.16;2011;2010
1;01/01/2012;26;17.8;21.04;2012;2010
1;02/01/2012;28.2;20.1;22.68;2012;2010
1;03/01/2012;30.7;17.4;23.32;2012;2010
1;04/01/2012;29;18.2;22.12;2012;2010
1;05/01/2012;28.7;17.4;22.74;2012;2010
1;06/01/2012;32.3;19.5;25.26;2012;2010
1;07/01/2012;30.4;21.3;24.84;2012;2010
1;08/01/2012;34.2;21.2;26.16;2012;2010
1;09/01/2012;35.5;21.6;27.18;2012;2010
1;10/01/2012;32.3;21;26.02;2012;2010
1;11/01/2012;37;22.4;28.34;2012;2010
1;12/01/2012;33.4;23.2;26.38;2012;2010
1;13/01/2012;24.2;20.8;22.2;2012;2010
1;14/01/2012;22;20;20.68;2012;2010
1;15/01/2012;28.6;19.2;22.64;2012;2010
1;16/01/2012;30.8;18;23.6;2012;2010
1;17/01/2012;30.1;19.6;24.2;2012;2010
1;18/01/2012;30.1;20.9;24.6;2012;2010
1;19/01/2012;33;19.6;25.28;2012;2010
1;20/01/2012;33.4;20.3;26.38;2012;2010
1;21/01/2012;33.5;22.5;27.04;2012;2010
1;22/01/2012;35.1;22.2;28.26;2012;2010
1;23/01/2012;36.8;24.3;29.84;2012;2010
1;24/01/2012;35.2;25.4;28.24;2012;2010
1;25/01/2012;29.4;22;24.1;2012;2010
1;26/01/2012;28.8;18.1;22.76;2012;2010
1;27/01/2012;27.9;17.6;22.14;2012;2010
1;28/01/2012;28.9;18.2;22.9;2012;2010
1;29/01/2012;31.8;17.8;23.88;2012;2010
1;30/01/2012;34.9;18.3;25.6;2012;2010
1;31/01/2012;36.6;19.2;27.22;2012;2010
1;01/02/2012;34.4;20.9;26.72;2012;2010
1;02/02/2012;35.2;22.2;27.28;2012;2010
1;03/02/2012;36.2;24.4;28.6;2012;2010
1;04/02/2012;36.1;23.6;26.74;2012;2010
1;05/02/2012;35.7;23.5;27;2012;2010
1;06/02/2012;31.7;24.6;26.36;2012;2010
1;07/02/2012;32.4;24;27.3;2012;2010
1;08/02/2012;36.5;22.8;27.98;2012;2010
1;09/02/2012;30;22.7;25.08;2012;2010
1;10/02/2012;29.3;22;24.18;2012;2010
1;11/02/2012;29.4;18.6;23.52;2012;2010
1;12/02/2012;31.9;18.1;24.08;2012;2010
1;13/02/2012;33.3;19;25.18;2012;2010
1;14/02/2012;36;20.5;27.6;2012;2010
1;15/02/2012;36.6;23.2;29.48;2012;2010
1;16/02/2012;36.9;25.8;29.74;2012;2010
1;17/02/2012;37;24.4;29.7;2012;2010
1;18/02/2012;37.5;24.1;30.3;2012;2010
1;19/02/2012;39;24.2;28.36;2012;2010
1;20/02/2012;35.1;23;28.56;2012;2010
1;21/02/2012;34.9;23.4;27.02;2012;2010
1;22/02/2012;28.5;22.7;24.26;2012;2010
1;23/02/2012;32;21.4;26.32;2012;2010
1;24/02/2012;30.2;22.9;25.02;2012;2010
1;25/02/2012;25.8;21.4;22.98;2012;2010
1;26/02/2012;32;21.4;25.38;2012;2010
1;27/02/2012;31.1;19;24.34;2012;2010
1;28/02/2012;33.9;21.2;26.64;2012;2010
1;29/02/2012;35;21.7;25.6;2012;2010
1;01/03/2012;28.6;21.8;25.06;2012;2010
1;02/03/2012;28.8;21;23.56;2012;2010
1;03/03/2012;30;19;23.76;2012;2010
1;04/03/2012;34.8;19.6;26.02;2012;2010
1;05/03/2012;35.3;21.2;27.32;2012;2010
1;06/03/2012;36.2;21.8;27.5;2012;2010
1;07/03/2012;36.5;20.4;27.06;2012;2010
1;08/03/2012;33.3;21.9;26.62;2012;2010
1;09/03/2012;32;22;25.74;2012;2010
1;10/03/2012;34.4;20.4;27.24;2012;2010
1;11/03/2012;37;22.6;27.84;2012;2010
1;12/03/2012;37.1;21.8;29.42;2012;2010
1;13/03/2012;35.9;24.1;27.48;2012;2010
1;14/03/2012;25.2;22.1;22.86;2012;2010
1;15/03/2012;26.6;19.6;21.32;2012;2010
1;16/03/2012;28.9;15.6;21.88;2012;2010
1;17/03/2012;29.6;18.5;23.2;2012;2010
1;18/03/2012;32.2;18;23.8;2012;2010
1;19/03/2012;32.6;18;24.84;2012;2010
2;20/03/2012;32.9;19;24.54;2012;2010
2;21/03/2012;26.4;19.3;23.08;2012;2010
2;22/03/2012;28.5;19.7;22.8;2012;2010
2;23/03/2012;26.7;17.8;20.9;2012;2010
2;24/03/2012;27.3;17.2;20.86;2012;2010
2;25/03/2012;27.4;15.5;20.82;2012;2010
2;26/03/2012;28.4;16.8;21.42;2012;2010
2;27/03/2012;22.7;17;18.38;2012;2010
2;28/03/2012;21.8;11.2;15.92;2012;2010
2;29/03/2012;26.1;9.8;17.64;2012;2010
2;30/03/2012;27.9;13.1;19.54;2012;2010
2;31/03/2012;29.4;16.4;21.6;2012;2010
2;01/04/2012;31.1;17.2;23.02;2012;2010
2;02/04/2012;32.6;17.2;23.6;2012;2010
2;03/04/2012;30.9;16.4;22.48;2012;2010
2;04/04/2012;34.4;18.8;24.92;2012;2010
2;05/04/2012;25.5;18.2;21.02;2012;2010
2;06/04/2012;25.5;17.7;19.84;2012;2010
2;07/04/2012;27.6;13.4;19.4;2012;2010
2;08/04/2012;31;14.1;21.26;2012;2010
2;09/04/2012;28;18.6;22.26;2012;2010
2;10/04/2012;27.5;20.9;23.64;2012;2010
2;11/04/2012;29.5;22.8;24.54;2012;2010
2;12/04/2012;26.7;21.1;22.36;2012;2010
2;13/04/2012;27.9;18.9;22.1;2012;2010
2;14/04/2012;23.5;17.9;19.5;2012;2010
2;15/04/2012;26.6;17.4;20.28;2012;2010
2;16/04/2012;26.2;15.8;20;2012;2010
2;17/04/2012;29.6;16.8;22.12;2012;2010
2;18/04/2012;30.5;16.9;22.34;2012;2010
2;19/04/2012;24.5;18.4;21.06;2012;2010
2;20/04/2012;30.2;18.6;22.86;2012;2010
2;21/04/2012;27.9;16.4;20.24;2012;2010
2;22/04/2012;22.2;13.2;16.16;2012;2010
2;23/04/2012;23;10.4;15.92;2012;2010
2;24/04/2012;20.9;11.2;14.86;2012;2010
2;25/04/2012;21.8;8.4;15.02;2012;2010
2;26/04/2012;20.8;15.2;17.32;2012;2010
2;27/04/2012;20.9;13.1;14.86;2012;2010
2;28/04/2012;18.8;9.2;13.8;2012;2010
2;29/04/2012;18.5;13.9;15.14;2012;2010
2;30/04/2012;19.3;12.4;13.98;2012;2010
2;01/05/2012;18;9.1;12.92;2012;2010
2;02/05/2012;24;10.6;16.36;2012;2010
2;03/05/2012;27;11.4;18.32;2012;2010
2;04/05/2012;29.1;16.8;21;2012;2010
2;05/05/2012;28.2;16;20.32;2012;2010
2;06/05/2012;26.5;18.3;20.64;2012;2010
2;07/05/2012;27.6;16.4;20.52;2012;2010
2;08/05/2012;29.3;16.2;21.16;2012;2010
2;09/05/2012;29.2;15.6;20.68;2012;2010
2;10/05/2012;28.8;16.4;21.8;2012;2010
2;11/05/2012;24;17;19.1;2012;2010
2;12/05/2012;20.7;13.9;15.58;2012;2010
2;13/05/2012;19.5;8.7;12.34;2012;2010
2;14/05/2012;21.5;7.3;13.18;2012;2010
2;15/05/2012;23.1;10;15.64;2012;2010
2;16/05/2012;24.6;13.6;17.64;2012;2010
2;17/05/2012;24.2;16.1;18.64;2012;2010
2;18/05/2012;27;13.3;18.26;2012;2010
2;19/05/2012;24.2;13.3;17.72;2012;2010
2;20/05/2012;27.6;14;18.92;2012;2010
2;21/05/2012;27.4;13.4;18.84;2012;2010
2;22/05/2012;27.6;13.4;19.24;2012;2010
2;23/05/2012;26.9;15.3;19.92;2012;2010
2;24/05/2012;23.9;17.2;19.42;2012;2010
2;25/05/2012;24.2;17.8;19.8;2012;2010
2;26/05/2012;24.1;17.2;19.72;2012;2010
2;27/05/2012;26.7;16.8;19.84;2012;2010
2;28/05/2012;27.9;16.9;21.8;2012;2010
2;29/05/2012;30.3;19.6;24.58;2012;2010
2;30/05/2012;25.6;15.8;18.28;2012;2010
2;31/05/2012;20.6;9.8;14.02;2012;2010
2;01/06/2012;20.5;9;12.86;2012;2010
2;02/06/2012;24.8;8.1;15.54;2012;2010
2;03/06/2012;19.7;14.2;15.5;2012;2010
2;04/06/2012;17.4;10.8;12.32;2012;2010
2;05/06/2012;16.4;6.7;9.78;2012;2010
2;06/06/2012;16;4.4;10.64;2012;2010
2;07/06/2012;14;2.2;6.12;2012;2010
2;08/06/2012;13.6;1.3;5.98;2012;2010
2;09/06/2012;17.1;0.9;8.16;2012;2010
2;10/06/2012;17.8;4.7;11.22;2012;2010
2;11/06/2012;20.4;12.4;14.72;2012;2010
2;12/06/2012;25.6;11.2;17.32;2012;2010
2;13/06/2012;30.4;13;20.16;2012;2010
2;14/06/2012;30.6;16;22.36;2012;2010
2;15/06/2012;26.2;17.3;20.28;2012;2010
2;16/06/2012;19.8;12.3;14.94;2012;2010
2;17/06/2012;18.2;11.8;14.88;2012;2010
2;18/06/2012;19.1;13.8;16.32;2012;2010
2;19/06/2012;16.6;11.6;13.16;2012;2010
3;20/06/2012;14.3;9.7;11.04;2012;2010
3;21/06/2012;22;9.2;14.46;2012;2010
3;22/06/2012;16.8;13;14.2;2012;2010
3;23/06/2012;19.8;8.7;12.62;2012;2010
3;24/06/2012;24;8.7;14.62;2012;2010
3;25/06/2012;18.1;12.7;14.66;2012;2010
3;26/06/2012;24.1;11.6;16.18;2012;2010
3;27/06/2012;27.5;13.5;19.24;2012;2010
3;28/06/2012;28.3;13.4;19.46;2012;2010
3;29/06/2012;30.5;16.4;22.54;2012;2010
3;30/06/2012;27.9;17.8;21.52;2012;2010
3;01/07/2012;30.3;18.6;23.3;2012;2010
3;02/07/2012;31.1;16.6;23.66;2012;2010
3;03/07/2012;26.1;15.2;18.26;2012;2010
3;04/07/2012;29.6;14.3;21.62;2012;2010
3;05/07/2012;24.9;12.5;15.94;2012;2010
3;06/07/2012;17.4;10.3;12.54;2012;2010
3;07/07/2012;11.9;8.2;9.54;2012;2010
3;08/07/2012;15.3;2.8;7.56;2012;2010
3;09/07/2012;20.6;4.6;11.56;2012;2010
3;10/07/2012;18.8;12.8;14.66;2012;2010
3;11/07/2012;15.6;7.5;9.46;2012;2010
3;12/07/2012;14.5;5.8;9.78;2012;2010
3;13/07/2012;18.4;5.5;11.12;2012;2010
3;14/07/2012;18.1;6.9;10.68;2012;2010
3;15/07/2012;13.6;4.5;8.54;2012;2010
3;16/07/2012;16;6.9;11.08;2012;2010
3;17/07/2012;18.3;10;13.14;2012;2010
3;18/07/2012;17;9.6;12.1;2012;2010
3;19/07/2012;19.1;6.5;11.38;2012;2010
3;20/07/2012;21;6.4;12.4;2012;2010
3;21/07/2012;24.2;8.2;15.2;2012;2010
